symbol,token_address,coingecko_id,always_watch,exchange,borsa
BALPHA,0x7a5ce6abd131ea6b148a022cb76fc180ae3315a6,balpha,False,"binance,gate",binance
BALTO,0xc77336fdd91e22c737b0f5ec33f4c429caa1d13b,balto,False,"binance,gate",binance
BAM,0x9db0fb0aebe6a925b7838d16e3993a3976a64aab,bambi,False,"binance,gate",binance
BAMBOO,0xf56842af3b56fd72d17cb103f92d027bba912e89,bamboo-defi,False,"binance,gate",binance
BANANA,0x94e496474f1725f1c1824cb5bdb92d7691a4f03a,banana,False,"binance,gate",binance
BCAT,0x0590cc9232ebf68d81f6707a119898219342ecb9,bananacat,False,"binance,gate",binance
BANANA,0x38e68a37e401f7271568cecaac63c6b1e19130b4,banana-gun,False,"binance,gate",binance
BNA,0x20910e5b5f087f6439dfcb0dda4e27d1014ac2b8,bananatok,False,"binance,gate",binance
BNT,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,bancor,False,"binance,gate",binance
VBNT,0x48fb253446873234f2febbf9bdeaa72d9d387f94,bancor-governance-token,False,"binance,gate",binance
BAND,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,band-protocol,False,"binance,gate",binance
BNK,0x7707aada3ce7722ac63b91727daf1999849f6835,bankera,False,"binance,gate",binance
BED,0x2af1df3ab0ab157e1e2ad8f88a7d04fbea0c7dc6,bankless-bed-index,False,"binance,gate",binance
BANK,0x2d94aa3e47d9d5024503ca8491fce9a2fb4da198,bankless-dao,False,"binance,gate",binance
VLT,0x6b785a0322126826d8226d77e173d75dafb84d11,bankroll-vault,False,"binance,gate",binance
BSL,0x0af55d5ff28a3269d69b98680fd034f115dd53ac,banksocial,False,"binance,gate",binance
BARS,0x5189688ac92a1eba1710bcba94ab25c695a4dfa2,banksters,False,"binance,gate",binance
CBU,0xcef46305d096fa876dd23048bf80f9345282e3fc,banque-universal,False,"binance,gate",binance
B-BAOETH-ETH-BPT,0x1a44e35d5451e0b78621a1b3e7a53dfaa306b1d0,baoeth-eth-stablepool,False,"binance,gate",binance
BAO,0x374cb8c27130e2c9e04f44303f3c8351b9de61c1,bao-finance,False,"binance,gate",binance
BAO,0xce391315b414d4c7555956120461d21808a69f3a,bao-finance-v2,False,"binance,gate",binance
SOLANA,0x3d806324b6df5af3c1a81acba14a8a62fe6d643f,barbiecrashbandicootrfk88,False,"binance,gate",binance
BOND,0x0391d2021f89dc339f60fff84546ea23e337750f,barnbridge,False,"binance,gate",binance
BRTR,0xf0acf8949e705e0ebb6cb42c2164b0b986454223,barter,False,"binance,gate",binance
BASEDAI,0x44971abf0251958492fee97da3e5c5ada88b9185,basedai,False,"binance,gate",binance
CHAD,0x2efa572467c50c04a6eed6742196c0d0d287c1bb,based-chad,False,"binance,gate",binance
BASE,0x07150e919b4de5fd6a63de1f9384828396f25fdc,base-protocol,False,"binance,gate",binance
BAT,0x0d8775f648430679a709e98d2b0cb6250d2887ef,basic-attention-token,False,"binance,gate",binance
BAC,0x3449fc1cd036255ba1eb19d65ff4ba2b8903a69a,basis-cash,False,"binance,gate",binance
BSKT,0xbc0899e527007f1b8ced694508fcb7a2b9a46f53,basket,False,"binance,gate",binance
BVR,0x96cc63eef1f63cde9acd69061bfb7606887f26d8,basketballverse-2,False,"binance,gate",binance
BZR,0x8d96b4ab6c741a4c8679ae323a100d74f085ba8f,bazaars,False,"binance,gate",binance
BAZED,0x3ee4b152824b657644c7a9b50694787e80eb8f4a,bazed-games,False,"binance,gate",binance
RTB,0x055999b83f9cade9e3988a0f34ef72817566800d,bbs-network,False,"binance,gate",binance
BCUBE,0x93c9175e26f57d2888c7df8b470c9eea5c0b0a93,b-cube-ai,False,"binance,gate",binance
BEAM,0xe5acbb03d73267c03349c76ead672ee4d941f499,beam,False,"binance,gate",binance
BEAM,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,beam-2,False,"binance,gate",binance
BEARDY,0x32c6f1c1731ff8f98ee2ede8954f696446307846,beardy-dragon,False,"binance,gate",binance
BEAR,0x17837004ea685690b32dbead02a274ec4333a26a,bear-inu,False,"binance,gate",binance
BEAT,0xc7290af237d1d3f6b207b7acb3dd186b868da500,beat-matchmaker,False,"binance,gate",binance
LOTT,0xba93ef534094f8b7001ece2691168140965341ab,beauty-bakery-linked-operation-transaction-technology,False,"binance,gate",binance
BEBE,0xec21890967a8ceb3e55a3f79dac4e90673ba3c2e,bebe,False,"binance,gate",binance
BRBTC,0x2ec37d45fcae65d9787ecf71dc85a444968f6646,bedrock-btc,False,"binance,gate",binance
BIFI,0xb1f1ee126e9c96231cc3d3fad7c08b4cf873b1f1,beefy-finance,False,"binance,gate",binance
BEEP,0x9a0df129e798438a8ad995368bd82baa7eee8913,beep-coin,False,"binance,gate",binance
FROG,0x0101013d11e4320d29759f40508c61110f525211,beer-frog,False,"binance,gate",binance
BEFI,0x8b9b95292f890df47fff5ac9cbe93d5fc242bd51,befi-labs,False,"binance,gate",binance
BEG,0xbe6be64e9e5042b6e84e4c27956cce6353efa5f5,beg,False,"binance,gate",binance
EYE,0x155ff1a85f440ee0a382ea949f24ce4e0b751c65,beholder,False,"binance,gate",binance
BEL,0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,bella-protocol,False,"binance,gate",binance
BEND,0x0d02755a5700414b26ff040e1de35d337df56218,benddao,False,"binance,gate",binance
TYBENG,0xd9ebbc7970e26b4eced7323b9331763e8272d011,benji-bananas,False,"binance,gate",binance
FINALE,0xc7a2572fa8fdb0f7e81d6d3c4e3ccf78fb0dc374,ben-s-finale,False,"binance,gate",binance
BENT,0x01597e397605bf280674bf292623460b4204c375,bent-finance,False,"binance,gate",binance
BZN,0x6524b87960c2d573ae514fd4181777e7842435d4,benzene,False,"binance,gate",binance
BBL,0xd979c468a68062e7bdff4ba6df7842dfd3492e0f,beoble,False,"binance,gate",binance
BECOIN,0x8f081eb884fd47b79536d28e2dd9d4886773f783,bepay,False,"binance,gate",binance
BEPRO,0xcf3c8be2e2c42331da80ef210e9b1b307c03d36a,bepro-network,False,"binance,gate",binance
BERRY,0x2d787d4f5005bd66ac910c2e821241625c406ed5,berry,False,"binance,gate",binance
BJK,0x1903be033d3e436dd79a8cf9030675bcf97ab589,besiktas,False,"binance,gate",binance
BETA,0xbe1a001fe942f96eea22ba08783140b9dcc09d28,beta-finance,False,"binance,gate",binance
CRYPTO,0x586a7cfe21e55ec0e24f0bfb118f77fe4ca87bab,betbuinu,False,"binance,gate",binance
BMR,0xdc300854b0ef52650057158e8a33afe703525539,betmore-casino,False,"binance,gate",binance
BETS,0x94025780a1ab58868d9b2dbbb775f44b32e8e6e5,betswirl,False,"binance,gate",binance
BYN,0x4bb3205bf648b7f59ef90dee0f1b62f6116bc7ca,beyond-finance,False,"binance,gate",binance
BEZOGE,0xdc349913d53b446485e98b76800b6254f43df695,bezoge-earth,False,"binance,gate",binance
BIAO,0x00282fd551d03dc033256c4bf119532e8c735d8a,biaocoin,False,"binance,gate",binance
BIAO,0x9fd9278f04f01c6a39a9d1c1cd79f7782c6ade08,biaoqing,False,"binance,gate",binance
BTRU,0xfc70cbb442d5c115ee1497d22b421b1f9bd9f3da,biblical-truth,False,"binance,gate",binance
BIX,0x009c43b42aefac590c719e971020575974122803,bibox-token,False,"binance,gate",binance
BICO,0xf17e65822b568b3903685a7c9f496cf7656cc6c2,biconomy,False,"binance,gate",binance
BID,0x25e1474170c4c0aa64fa98123bdc8db49d7802fa,bidao,False,"binance,gate",binance
BIFI,0x2791bfd60d232150bff86b39b7146c0eaaa2ba81,bifi,False,"binance,gate",binance
BFC,0x0c7d5ae016f806603cb1782bea29ac69471cab9c,bifrost,False,"binance,gate",binance
BBBTC,0x52c7aa73dc430dab948eee73ea253383fd223420,big-back-bitcoin,False,"binance,gate",binance
BALLS,0x9ea59db651a3c79a8d52a394a49da8e9a214d6ae,big-balls,False,"binance,gate",binance
BBC,0x015628ce9150db1bce2fbb717a09e846f8a32436,big-bonus-coin-2,False,"binance,gate",binance
$BUD,0x420b879b0d18cc182e7e82ad16a13877c3a88420,big-bud,False,"binance,gate",binance
BDP,0xf3dcbc6d72a4e1892f7917b7c43b74131df8480e,big-data-protocol,False,"binance,gate",binance
BIG,0xc8de43bfe33ff496fa14c270d9cb29bda196b9b5,big-eyes,False,"binance,gate",binance
BIGSB,0x131157c6760f78f7ddf877c0019eba175ba4b6f6,bigshortbets,False,"binance,gate",binance
BIGTIME,0x64bc2ca1be492be7185faa2c8835d9b824c8a194,big-time,False,"binance,gate",binance
TOM,0xeeecd285f60e802ecb6d8d8d37790c887f9a4b33,big-tom,False,"binance,gate",binance
TRYB,0x2c537e5624e4af88a7ae4060c022609376c8d0eb,bilira,False,"binance,gate",binance
BNB,0xb8c77482e45f1f44de1745f52c74426c631bdd52,binancecoin,False,"binance,gate",binance
BNB,0x418d75f65a02b3d53b2418fb8e1fe493759c7605,binance-coin-wormhole,False,"binance,gate",binance
BUSD,0x4fabb145d64652a948d72533023f6e7a623c7c53,binance-usd,False,"binance,gate",binance
BBTC,0x9be89d2a4cd102d8fecc6bf9da793be995c22541,binance-wrapped-btc,False,"binance,gate",binance
BCNT,0x9669890e48f330acd88b78d63e1a6b3482652cd9,bincentive,False,"binance,gate",binance
BIOHACK,0x07c8b9deae988726fd443ea8c3c1367f98a31f9c,biohackerdao,False,"binance,gate",binance
BIO,0xdaedbc924dbbccef96c25bb84806e794a4ff3140,bionergy,False,"binance,gate",binance
BIOT,0xc07a150ecadf2cc352f5586396e344a6b17625eb,biopassport,False,"binance,gate",binance
BIO,0xcb1592591996765ec0efc1f92599a19767ee5ffa,bio-protocol,False,"binance,gate",binance
BYB,0xfbcb83037d770b28f758530022897362521b6141,biorbank,False,"binance,gate",binance
BIRDDOG,0x70fd93fb088150e203d2243b9bd3190276f80c70,birddog,False,"binance,gate",binance
BIRDDOG,0xf6ce4be313ead51511215f1874c898239a331e37,bird-dog,False,"binance,gate",binance
BIRDEI,0x70bb8bcfafcf60446d5071d4427da8e99f0168aa,birdei,False,"binance,gate",binance
BIRD,0x70401dfd142a16dc7031c56e862fc88cb9537ce0,bird-money,False,"binance,gate",binance
BIS,0xf5cb350b40726b5bcf170d12e162b6193b291b41,bismuth,False,"binance,gate",binance
BIST,0x6e8908cfa881c9f6f2c64d3436e7b80b1bf0093f,bistroo,False,"binance,gate",binance
B2M,0xd7c302fc3ac829c7e896a32c4bd126f3e8bd0a1f,bit2me,False,"binance,gate",binance
BTB,0x06e0feb0d74106c7ada8497754074d222ec6bcdf,bitball,False,"binance,gate",binance
BTRS,0x73c9275c3a2dd84b5741fd59aebf102c91eb033f,bitball-treasure,False,"binance,gate",binance
BITBEDR,0xb8176a66c0d0a84cfd4e403c89cf3416b1e798ad,bitbedr,False,"binance,gate",binance
BBONK,0xbbbbbbe1da5eab142b32f8887ee8d3872d847c20,bitbonk,False,"binance,gate",binance
CASTLE,0xf9d4daae1300cff251979722c4a3c45857973079,bitcastle,False,"binance,gate",binance
BTC20,0xe86df1970055e9caee93dae9b7d5fd71595d0e18,bitcoin20,False,"binance,gate",binance
BTC2.0,0x3feb4fea5132695542f8ede5076ac43296d17c6d,bitcoin-2-0,False,"binance,gate",binance
BTCE,0xc0bc84e95864bdfdcd1ccfb8a3aa522e79ca1410,bitcoin-2015-wrapper-meme,False,"binance,gate",binance
BTC2,0xbc2ecbe2195114b82f03680ed4270fa7008f3be0,bitcoin-2-0-2,False,"binance,gate",binance
BTCACT,0x079d0150cc21e127898db0f51f18ca54db56b1ba,bitcoin-act,False,"binance,gate",binance
BCB,0x4cf896ac977d07d91626fed71c20f3185b0cb177,bitcoin-bit,False,"binance,gate",binance
BBCC,0xbbcc7c16d56fc3b0c0a9a2ced36c74bcf73e683e,bitcoin-black-credit-card,False,"binance,gate",binance
SASHA,0x93c2bd80cadcfeb541eb5af4052375bde8d6f24f,bitcoin-cat,False,"binance,gate",binance
1CAT,0x508e00d5cef397b02d260d035e5ee80775e4c821,bitcoin-cats,False,"binance,gate",binance
BTCINU,0x584a4dd38d28fd1ea0e147ba7b70aed29a37e335,bitcoin-inu,False,"binance,gate",binance
BTCP,0x723cbfc05e2cfcc71d3d89e770d32801a5eef5ab,bitcoin-pro,False,"binance,gate",binance
BSOV,0x26946ada5ecb57f3a1f91605050ce45c482c9eb1,bitcoinsov,False,"binance,gate",binance
BIT,0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,bitdao,False,"binance,gate",binance
BDT,0xcac1277aa6ecb68b84fad070910d37029e810b79,bitdelta,False,"binance,gate",binance
BT,0x997507cc49fbf0cd6ce5e1ee543218556fafdebc,bitenium-token,False,"binance,gate",binance
BITG,0x3973c606b493eee0e14b2b5654d5c4049ce9c2d9,bitgate,False,"binance,gate",binance
BGB,0x54d2252757e1672eead234d27b1270728ff90581,bitget-token,False,"binance,gate",binance
BTR,0x6c76de483f1752ac8473e2b4983a873991e70da7,bitlayer-bitvm,False,"binance,gate",binance
BTL,0x93e32efafd24973d45f363a76d73ccb9edf59986,bitlocus,False,"binance,gate",binance
BMP,0xbbbb2d4d765c1e455e4896a64ba3883e914abbbb,bitmappunks,False,"binance,gate",binance
BMX,0x986ee2b944c42d017f52af21c4c69b84dbea35d8,bitmart-token,False,"binance,gate",binance
BMEX,0xb113c6cf239f60d380359b762e95c13817275277,bitmex-token,False,"binance,gate",binance
BNQ,0xeaa78305c19a292e5c141108f0880333a840a2bc,bitnasdaq,False,"binance,gate",binance
BITO,0x93b1e78a3e652cd2e71c4a767595b77282344932,bito-coin,False,"binance,gate",binance
BEST,0x1b073382e63411e3bcffe90ac1b9a43fefa1ec6f,bitpanda-ecosystem-token,False,"binance,gate",binance
BRISE,0xf2b2f7b47715256ce4ea43363a867fdce9353e3a,bitrise-token,False,"binance,gate",binance
BROCK,0xde67d97b8770dc98c746a3fc0093c538666eb493,bitrock,False,"binance,gate",binance
BTR,0xd433138d12beb9929ff6fd583dc83663eea6aaa5,bitrue-token,False,"binance,gate",binance
BRUNE,0x724313985dcb55d432d3888ddc0b9e3d3859e86d,bitrunes,False,"binance,gate",binance
BCUT,0xbef26bd568e421d6708cca55ad6e35f8bfa0c406,bitscrunch-token,False,"binance,gate",binance
SMILE,0x6a9b3fdb4a3296ecba1ebfa2cf4a8b16032a769c,bitsmiley,False,"binance,gate",binance
SPWN,0xe516d78d784c77d479977be58905b3f2b1111126,bitspawn,False,"binance,gate",binance
$BSSB,0xda31d0d1bc934fc34f7189e38a413ca0a5e8b44f,bitstable-finance,False,"binance,gate",binance
STORE,0x31ea0de8119307aa264bb4b38727aab4e36b074f,bit-store-coin,False,"binance,gate",binance
BITT,0x9f9913853f749b3fe6d6d4e16a1cc3c1656b6d51,bittoken,False,"binance,gate",binance
BTT,0xc669928185dbce49d2230cc9b0979be6dc797957,bittorrent,False,"binance,gate",binance
BL00P,0x2156cd781c5e77323d92a4487a0ec45f128e165e,bl00p,False,"binance,gate",binance
FTW,0x306fd3e7b169aa4ee19412323e1a5995b8c1a1f4,black-agnus,False,"binance,gate",binance
BLACK,0xd714d91a169127e11d8fab3665d72e8b7ef9dbe2,blackhole-protocol,False,"binance,gate",binance
JACK,0xf434908dcf8206691bb99cae9232d4833ec257d4,blackjack-fun,False,"binance,gate",binance
LEMON,0xaf8b894229bc800658ab0faf744e97c8c74c4321,black-lemon-ai,False,"binance,gate",binance
BPLC,0x426fc8be95573230f6e6bc4af91873f0c67b21b4,blackpearl-chain,False,"binance,gate",binance
BPT,0x0ec9f76202a7061eb9b3a7d6b59d36215a7e37da,blackpool-token,False,"binance,gate",binance
BTC,0xbd6323a83b613f668687014e8a5852079494fb68,blackrocktradingcurrency,False,"binance,gate",binance
BUIDL,0x7712c34205737192402172409a8f7ccef8aa2aec,blackrock-usd-institutional-digital-liquidity-fund,False,"binance,gate",binance
BUIDL-I,0x6a9da2d710bb9b700acde7cb81f10f1ff8c89041,blackrock-usd-institutional-digital-liquidity-fund-i-class,False,"binance,gate",binance
MOON,0xb6c0189080a6441caf056b856dd4d795b909c460,black-unicorn-corp,False,"binance,gate",binance
BLANK,0x41a3dba3d677e573636ba691a70ff2d606c29666,blank,False,"binance,gate",binance
BLAST,0x3127294f1fd3c097ef31e54301069346b29d0209,blast-inu,False,"binance,gate",binance
BLASTUP,0x901a020915bc3577d85d29f68024b4c5e240b8cd,blastup,False,"binance,gate",binance
BLAZEX,0xdd1b6b259986571a85da82a84f461e1c212591c0,blazex,False,"binance,gate",binance
BLENDR,0x84018071282d4b2996272659d9c01cb08dd7327f,blendr-network,False,"binance,gate",binance
BLEPE,0x53206bf5b6b8872c1bb0b3c533e06fde2f7e22e4,blepe,False,"binance,gate",binance
BLEPE,0xf3617e8a04265160b9ee10253a2c78565571cb76,blepe-the-blue,False,"binance,gate",binance
BLES,0xe796d6ca1ceb1b022ece5296226bf784110031cd,blind-boxes,False,"binance,gate",binance
$BLK,0x210028b5a1e9effb93ce31006a18629f31131093,blk2100,False,"binance,gate",binance
BLOBS,0x39de85301c78f4d623e5c05cde2fd119a3a92cd9,blobs,False,"binance,gate",binance
BLY,0xf8ad7dfe656188a23e89da09506adf7ad9290d5d,blocery,False,"binance,gate",binance
ARCAS,0x570f09ac53b96929e3868f71864e36ff6b1b67d7,block-ape-scissors,False,"binance,gate",binance
BBANK,0xf4b5470523ccd314c6b9da041076e7d79e0df267,blockbank,False,"binance,gate",binance
BBL,0x0a44a7ccea34a7563ba1d45a5f757d0b02281124,blockblend-2,False,"binance,gate",binance
BCDN,0x1e797ce986c3cff4472f7d38d5c4aba55dfefe40,blockcdn,False,"binance,gate",binance
BCB,0x2d886570a0da04885bfd6eb48ed8b8ff01a0eb7e,blockchain-bets,False,"binance,gate",binance
BRWL,0x4086e77c5e993fdb90a406285d00111a974f877a,blockchain-brawlers,False,"binance,gate",binance
BCDT,0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5,blockchain-certified-data-token,False,"binance,gate",binance
XCCX,0x7df4122d3eae29fc8fb6be58d9177e8e560be4fb,blockchaincoinx,False,"binance,gate",binance
BCUG,0x14da7b27b2e0fedefe0a664118b0c9bc68e2e9af,blockchain-cuties-universe-governance,False,"binance,gate",binance
BCMC,0x2ba8349123de45e931a8c8264c332e6e9cf593f9,blockchain-monster-hunt,False,"binance,gate",binance
GUILD,0x83e9f223e1edb3486f876ee888d76bfba26c475a,blockchainspace,False,"binance,gate",binance
BWS,0xaade1d6701173bd924c9de2d56a00ef4e3d9de4d,blockchain-web-services,False,"binance,gate",binance
BLOCK,0x8fc17671d853341d9e8b001f5fc3c892d09cb53a,blockgames,False,"binance,gate",binance
BIAI,0x880eeea0637f91bb259dfd7bb261638a42bddb25,blockinsightai,False,"binance,gate",binance
LRDS,0xd0a6053f087e87a25dc60701ba6e663b1a548e85,blocklords,False,"binance,gate",binance
BSPT,0xa350da05405cc204e551c4eed19c3039646528d5,blocksport,False,"binance,gate",binance
BST,0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a,blocksquare,False,"binance,gate",binance
TOOLS,0xc14b4d4ca66f40f352d7a50fd230ef8b2fb3b8d4,blocktools,False,"binance,gate",binance
VEE,0x340d2bde5eb28c1eed91b2f790723e3b160613b7,blockv,False,"binance,gate",binance
BLOCX,0x4ff57e25eeb7affbbb060e0bad2e1759efc8bec4,blocx-2,False,"binance,gate",binance
BLOOD,0x6abaf438f098f75c5892e1fabf08b1896c805967,bloodboy,False,"binance,gate",binance
BC,0x4b6d036d0bc62a633acca6d10956e9dbbb16748f,blood-crystal,False,"binance,gate",binance
BLOX,0xc9f00080d96cea3ef92d2e2e563d4cd41fb5bb36,blox-2,False,"binance,gate",binance
BLXM,0x38d9eb07a7b8df7d86f440a4a5c4a4c1a27e1a08,bloxmove-erc20,False,"binance,gate",binance
BLB,0x904f36d74bed2ef2729eaa1c7a5b70dea2966a02,blueberry,False,"binance,gate",binance
OBLUE,0xedb73d4ed90be7a49d06d0d940055e6d181d22fa,blueprint-oblue,False,"binance,gate",binance
BLUESPARROW,0x24ccedebf841544c9e6a62af4e8c2fa6e5a46fde,bluesparrow,False,"binance,gate",binance
BLUESPARROW,0x4d67edef87a5ff910954899f4e5a0aaf107afd42,bluesparrow-token,False,"binance,gate",binance
BLUR,0x5283d291dbcf85356a21ba090e6db59121208b44,blur,False,"binance,gate",binance
BLZ,0x5732046a883704404f284ce41ffadd5b007fd668,bluzelle,False,"binance,gate",binance
BMAX,0x116c4b65e14449947bc6fa1bbe844cb16a162d53,bmax,False,"binance,gate",binance
BMT,0xf028adee51533b1b47beaa890feb54a457f51e89,bmchain-token,False,"binance,gate",binance
BMONEY,0xf10da48d4aaa8d784c5e369cb998e263cfe32aa8,b-money,False,"binance,gate",binance
BNVDA,0xa34c5e0abe843e10461e2c9586ea03e55dbcc495,bndva-backed-nvidia,False,"binance,gate",binance
BFT,0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,bnktothefuture,False,"binance,gate",binance
BNSD,0x668dbf100635f593a3847c0bdaf21f0a09380188,bnsd-finance,False,"binance,gate",binance
BNS,0x19e2a43fbbc643c3b2d9667d858d49cad17bc2b5,bns-token,False,"binance,gate",binance
BOB,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b,bob,False,"binance,gate",binance
BOBA,0x337c8a3f0cd0580b29e9ee5d7829645709c8f6d2,boba,False,"binance,gate",binance
PSPS,0x03049b395147713ae53c0617093675b4b86dde78,bobacat,False,"binance,gate",binance
BOBA,0x42bbfa2e77757c645eeaad1655e0911a7553efbc,boba-network,False,"binance,gate",binance
BOBO,0x5888641e3e6cbea6d84ba81edb217bd691d3be38,bobo,False,"binance,gate",binance
BOBO,0xb90b2a35c65dbc466b04240097ca756ad2005295,bobo-coin,False,"binance,gate",binance
BOB,0x7d8146cf21e8d7cbe46054e01588207b51198729,bob-token,False,"binance,gate",binance
BOG,0x11a7c8c9e9d5fc47134c305c59cebfcd1a4a9943,bog,False,"binance,gate",binance
BOG,0x0ba74fb26ca523f2dc22fa4318581cc2452eaba1,bogdanoff,False,"binance,gate",binance
BOLT,0xd5930c307d7395ff807f2921f12c5eb82131a789,bolt,False,"binance,gate",binance
BOMB,0x1c95b093d6c236d3ef7c796fe33f9cc6b8606714,bomb,False,"binance,gate",binance
BOOM,0x4c73c1c8c95de5674d53604b15d968485414cb32,bomb-shelter-inu,False,"binance,gate",binance
BDXN,0xbdbdbdd0c22888e63cb9098ad6d68439197cb091,bondex,False,"binance,gate",binance
BONDLY,0x91dfbee3965baaee32784c2d546b7a0c62f268c9,bondly,False,"binance,gate",binance
BONE,0x9813037ee2218799597d83d4a5b6f3b6778218d9,bone-shibaswap,False,"binance,gate",binance
BONK,0x1151cb3d861920e07a38e03eead12c32178567f6,bonk,False,"binance,gate",binance
BONKI,0xf995771a957c19319a7d8d58b4082b049420340f,bonk-inu,False,"binance,gate",binance
BONK,0x4fbaf51b95b024d0d7cab575be2a1f0afedc9b64,bonk-on-eth,False,"binance,gate",binance
SEED,0x31ea904a7eca45122890deb8da3473a2081bc9d1,bonsai3,False,"binance,gate",binance
BONZAI,0xdda9ff241c7160be8295ef9eca2e782361467666,bonzai-depin,False,"binance,gate",binance
BONZI,0xd6175692026bcd7cb12a515e39cf0256ef35cb86,bonzi,False,"binance,gate",binance
$BOO,0x32e7c8a6e920a3cf224b678112ac78fdc0fb09d1,boo-2,False,"binance,gate",binance
BOOCHIE,0xf8ea18ca502de3ffaa9b8ed95a21878ee41a2f4a,boochie-by-matt-furie,False,"binance,gate",binance
BOOH,0xc18b4c1e0b4d4d0f1e9627f25399f5073079ac3d,booh-world,False,"binance,gate",binance
BB,0x562e12e1e792643d168c1fa01c1b7198a0f83c9f,bookiebot,False,"binance,gate",binance
BOOB,0xf5d791eebfc229c4fe976e8328ed2c261690cb34,book-of-bitcoin,False,"binance,gate",binance
BOOE,0x289ff00235d2b98b0145ff5d4435d3e92f9540a6,book-of-ethereum,False,"binance,gate",binance
BOPE,0x599955aa9fbc197a1b717d8da6a7012cafe70ab3,book-of-pepe,False,"binance,gate",binance
BOOM,0x48e205eb6db302a6e50d292cd382f6251d9a25cd,boom-fun,False,"binance,gate",binance
BOOP,0x8013266cb5c9dd48be3ad7d1ce832874d64b3ce1,boop,False,"binance,gate",binance
BOPPY,0xe79031b5aaeb3ee8d0145e3d75b81b36bffe341d,boppy-the-bat,False,"binance,gate",binance
$BORED,0x2047ab3072b52561596ce5e0131bdbb7c848538d,bored,False,"binance,gate",binance
BORING,0xbc19712feb3a26080ebf6f2f7849b417fdd792ca,boringdao,False,"binance,gate",binance
BOR,0x3c9d6c1c73b31c837832c72e04d3152f051fc1a9,boringdao-[old],False,"binance,gate",binance
BORK,0x8808434a831efea81170a56a9ddc57cc9e6de1d8,bork-on-ethereum,False,"binance,gate",binance
GORPLES,0xff33a6b3dc0127862eedd3978609404b22298a54,borpatoken,False,"binance,gate",binance
BOA,0x746dda2ea243400d5a63e0700f190ab79f06489e,bosagora,False,"binance,gate",binance
BOSON,0xc477d038d5420c6a9e0b031712f61c5120090de9,boson-protocol,False,"binance,gate",binance
BFTOKEN,0x9b784f7fd6c888463666eb2c05aa6e61628e06b2,boss-fighters-token,False,"binance,gate",binance
BOTC,0x9532ca064278ce3ba4fcc66cebec6d9f04f58f70,bot-compiler,False,"binance,gate",binance
BOTON,0x984ac33e3c6031b7190444aed92d617b92ef2c37,boton-ai,False,"binance,gate",binance
BOTTO,0x9dfad1b7102d46b1b197b90095b5c4e9f5845bba,botto,False,"binance,gate",binance
BTO,0x36905fc93280f52362a1cbab151f25dc46742fb5,bottos,False,"binance,gate",binance
BOTX,0xef19f4e48830093ce5bc8b3ff7f903a0ae3e9fa1,botxcoin,False,"binance,gate",binance
BB,0xd459eceddafcc1d876a3be7290a2e16e801073a3,bouncebit,False,"binance,gate",binance
BBTC,0xf5e11df1ebcf78b6b6d26e04ff19cd786a1e81dc,bouncebit-btc,False,"binance,gate",binance
BBUSD,0x77776b40c3d75cb07ce54dea4b2fd1d07f865222,bouncebit-usd,False,"binance,gate",binance
BMC,0xd945d2031b4c63c0e363304fb771f709b502dc0a,bountymarketcap,False,"binance,gate",binance
BOWIE,0xcae0dd4bda7ff3e700355c7629b24d5d728bd2ce,bowie,False,"binance,gate",binance
BXBT,0x33f289d91286535c47270c8479f6776fb3adeb3e,boxbet,False,"binance,gate",binance
BOYSCLUB,0x2d9996f3b9d2e73540fdbfdfe81d71e9e08cbf03,boysclub,False,"binance,gate",binance
BOYS,0x706987611c5d2052541d64ef8f036916807c916a,boys-club,False,"binance,gate",binance
MUNCHY,0x9a0d1b52e0684ab42aa0c2613abb4c04217e8aa6,boys-club-munchy,False,"binance,gate",binance
LEARN,0xf6ad4965f7779c6b8ae4d25bf2a2e009a47c3dae,brainedge,False,"binance,gate",binance
BRAIN,0x1010107b4757c915bc2f1ecd08c85d1bb0be92e0,brain-frog,False,"binance,gate",binance
BRAIN,0xd2aa35f6d376a9f1cc391db157e3eeb08819479c,braingent,False,"binance,gate",binance
BRAINLET,0x0000bdaa645097ef80f9d475f341d0d107a45b3a,brainlet,False,"binance,gate",binance
BTRST,0x799ebfabe77a6e34311eeee9825190b9ece32824,braintrust,False,"binance,gate",binance
BD20,0x312d43881860807fa04b193d69744d087fc3308a,brc-20-dex,False,"binance,gate",binance
BRCT,0x455ad1bc4e18fd4e369234b6e11d88acbc416758,brc-app,False,"binance,gate",binance
BRD,0x558ec3152e2eb2174905cd19aea4e34a23de9ad6,bread,False,"binance,gate",binance
BREPE,0xa0117792d4b100fd329b37e8ab4181df8a5b3326,brepe,False,"binance,gate",binance
$BRETT,0x66e564819340cc2f54abceb4e49941fa07e426b4,brett0x66,False,"binance,gate",binance
